,CustomerID,Freq,SaleAmount,ElapsedDays
1001,13703,1,99.5,319
1002,13704,134,2308.06,6
1003,13705,28,711.86,8
1004,13706,20,330.79,303
1005,13707,48,806.41,268
1006,13708,49,285.33,272
1007,13709,335,6307.650000000001,4
1008,13710,8,180.48,32
1009,13711,13,252.06,219
1010,13712,10,228.84,247
1011,13715,104,1077.39,282
1012,13716,21,138.28,270
1013,13717,102,1445.01,33
1014,13718,12,306.55,247
1015,13719,60,1041.68,16
1016,13720,43,799.9,117
1017,13721,28,524.14,37
1018,13722,85,2375.41,132
1019,13723,6,199.85000000000002,218
1020,13725,104,1980.56,50
1021,13726,42,1079.6599999999999,39
1022,13727,20,333.48,29
1023,13728,63,1016.14,37
1024,13730,43,752.6,136
1025,13731,38,610.59,220
1026,13732,33,491.86,29
1027,13735,195,2883.54,25
1028,13736,190,729.8,6
1029,13737,30,339.59999999999997,201
1030,13739,3,216.9,19
1031,13740,23,350.75,241
1032,13741,34,668.4300000000001,72
1033,13742,313,3107.87,17
1034,13743,41,1341.6,3
1035,13744,63,1080.52,96
1036,13745,25,300.04,163
1037,13747,1,79.6,374
1038,13748,28,948.25,96
1039,13750,24,1647.26,54
1040,13751,9,296.25,289
1041,13752,75,1175.38,125
1042,13753,35,741.26,288
1043,13754,12,282.59999999999997,152
1044,13755,321,2108.06,4
1045,13756,142,5189.52,3
1046,13758,117,3190.55,12
1047,13759,25,659.4100000000001,34
1048,13760,57,286.79,55
1049,13761,70,1070.65,51
1050,13762,7,306.72,219
1051,13763,15,1714.96,64
1052,13764,207,1519.42,71
1053,13767,368,17220.36,3
1054,13769,135,2796.51,3
1055,13771,119,2634.45,65
1056,13772,173,1122.63,34
1057,13774,22,345.0,82
1058,13777,197,25977.16,1
1059,13778,9,178.7,104
1060,13780,57,360.01,8
1061,13781,17,127.84,251
1062,13782,113,908.86,13
1063,13784,31,2462.79,10
1064,13786,7,230.39999999999998,368
1065,13787,31,309.04,76
1066,13790,45,348.8,5
1067,13791,11,1516.0,128
1068,13792,13,195.55,67
1069,13798,349,37153.85,2
1070,13799,39,688.86,117
1071,13800,33,558.32,310
1072,13801,23,324.8,67
1073,13802,60,4599.42,139
1074,13803,17,277.07,256
1075,13804,135,2588.39,31
1076,13805,13,924.6,53
1077,13806,10,256.38,64
1078,13807,7,112.6,368
1079,13808,76,1747.66,6
1080,13809,12,155.05,306
1081,13810,35,1499.01,29
1082,13811,13,814.5,184
1083,13812,36,539.0,43
1084,13813,69,1366.8600000000001,40
1085,13814,57,1579.12,93
1086,13815,176,4027.36,23
1087,13816,28,571.6700000000001,24
1088,13817,24,382.98,30
1089,13819,36,1140.35,302
1090,13821,59,385.64,145
1091,13822,96,632.0,6
1092,13823,40,957.66,19
1093,13824,46,1698.94,33
1094,13826,10,189.5,177
1095,13827,92,409.8,58
1096,13828,15,209.49,23
1097,13831,72,2198.45,17
1098,13832,3,52.199999999999996,20
1099,13833,28,383.85,160
1100,13835,55,834.57,26
1101,13837,18,266.59000000000003,212
1102,13838,165,674.82,6
1103,13841,1,85.0,253
1104,13842,206,3385.62,59
1105,13844,20,361.62,12
1106,13845,9,312.98,65
1107,13846,55,865.0600000000001,25
1108,13848,5,1255.0,93
1109,13849,101,1537.95,52
1110,13850,93,1595.48,130
1111,13851,81,2651.46,96
1112,13853,23,1090.14,58
1113,13854,110,8109.5199999999995,9
1114,13856,14,388.5,169
1115,13858,11,216.17,58
1116,13859,28,201.16,327
1117,13860,76,1245.9,2
1118,13862,139,2209.36,19
1119,13863,20,305.78,248
1120,13865,30,501.56,59
1121,13866,7,145.67000000000002,75
1122,13867,60,1005.09,32
1123,13868,33,3192.54,8
1124,13869,304,3083.65,124
1125,13870,115,2770.94,3
1126,13871,336,6403.25,23
1127,13873,23,389.6,120
1128,13874,18,540.45,359
1129,13875,104,1786.79,54
1130,13876,7,122.7,64
1131,13877,3,117.24,87
1132,13878,35,1271.57,55
1133,13880,165,3219.77,22
1134,13881,178,17159.52,4
1135,13882,65,1191.13,3
1136,13883,142,2674.48,11
1137,13884,59,787.6,8
1138,13885,28,506.8,190
1139,13886,16,243.56,72
1140,13887,19,349.55,205
1141,13888,39,595.67,120
1142,13889,15,416.90000000000003,93
1143,13890,110,1883.8100000000002,2
1144,13892,27,632.97,27
1145,13893,21,821.1,298
1146,13894,27,564.62,24
1147,13895,118,2593.07,29
1148,13897,17,311.16,51
1149,13898,12,155.93,326
1150,13899,19,388.52,17
1151,13900,43,740.95,184
1152,13901,149,2867.2,73
1153,13904,26,332.64,38
1154,13908,122,2369.55,80
1155,13911,148,2580.91,58
1156,13914,33,626.45,12
1157,13917,18,272.04,50
1158,13918,30,1212.8400000000001,50
1159,13919,28,384.81,60
1160,13922,7,172.25,352
1161,13923,20,351.13,54
1162,13924,117,1838.8500000000001,2
1163,13925,41,678.25,93
1164,13926,11,223.85000000000002,24
1165,13927,21,348.99,75
1166,13928,27,464.57,11
1167,13929,9,842.65,170
1168,13930,17,337.34,58
1169,13931,58,1237.53,96
1170,13932,16,307.4,295
1171,13933,23,608.7900000000001,110
1172,13934,31,922.1,264
1173,13936,26,376.58,180
1174,13937,9,158.85,170
1175,13938,7,71.66,36
1176,13939,45,568.55,24
1177,13940,49,839.14,18
1178,13941,45,5112.96,22
1179,13946,11,561.5699999999999,80
1180,13947,5,90.6,66
1181,13948,3,102.0,361
1182,13949,160,2427.32,3
1183,13950,35,745.06,12
1184,13951,39,674.45,177
1185,13952,137,3251.071,218
1186,13953,20,3515.68,8
1187,13954,25,439.92,2
1188,13955,33,322.96,155
1189,13956,147,1019.27,6
1190,13959,90,594.04,80
1191,13960,12,230.22,22
1192,13962,11,169.55,22
1193,13963,35,664.54,309
1194,13967,2,80.7,146
1195,13969,619,9024.17,8
1196,13971,149,2758.26,19
1197,13972,15,190.25,71
1198,13973,11,264.7,288
1199,13974,28,413.59000000000003,50
1200,13975,329,2461.2400000000002,32
1201,13976,10,357.98,207
1202,13978,15,196.79000000000002,15
1203,13979,54,869.87,74
1204,13980,11,200.14,61
1205,13982,111,1871.81,40
1206,13983,107,2603.43,30
1207,13984,16,920.51,27
1208,13985,349,7060.13,5
1209,13986,13,320.46,18
1210,13988,234,4147.96,20
1211,13989,41,1266.08,66
1212,13990,16,311.3,214
1213,13991,82,852.88,13
1214,13992,5,76.8,31
1215,13993,121,3466.36,43
1216,13994,148,2274.14,4
1217,13995,86,1393.69,16
1218,13999,208,3901.81,11
1219,14000,15,635.66,212
1220,14001,39,2043.0800000000002,46
1221,14002,47,529.73,135
1222,14004,171,4582.64,44
1223,14005,84,2874.72,10
1224,14006,30,962.19,116
1225,14009,42,695.61,199
1226,14012,11,328.8,278
1227,14013,34,473.02,111
1228,14014,39,505.18,78
1229,14015,20,917.34,53
1230,14016,161,4341.21,162
1231,14019,66,1421.61,47
1232,14020,39,642.8,17
1233,14021,22,631.9,156
1234,14022,28,440.0,226
1235,14023,31,584.07,8
1236,14024,16,327.7,122
1237,14027,6,104.82,61
1238,14029,15,467.66,64
1239,14030,242,2358.84,19
1240,14031,250,17286.86,8
1241,14032,143,2975.59,3
1242,14034,86,648.89,23
1243,14035,66,1428.02,29
1244,14036,38,626.65,285
1245,14037,28,147.20000000000002,177
1246,14038,92,1560.38,79
1247,14039,6,152.2,34
1248,14040,229,3560.32,41
1249,14041,21,141.41,267
1250,14044,206,646.42,27
1251,14045,6,1659.75,110
1252,14046,14,154.99,285
1253,14047,32,1308.6100000000001,9
1254,14048,85,409.93,306
1255,14049,478,5578.72,17
1256,14050,54,746.36,32
1257,14051,210,15610.390000000001,1
1258,14052,56,225.36,20
1259,14053,4,260.25,125
1260,14054,6,92.46,66
1261,14055,10,725.6400000000001,107
1262,14056,1088,8152.71,2
1263,14057,283,6211.66,24
1264,14059,8,183.6,267
1265,14060,202,6140.42,5
1266,14062,111,10464.85,10
1267,14064,77,1334.34,30
1268,14066,7,152.55,267
1269,14067,52,374.7,64
1270,14068,24,265.85,321
1271,14071,323,1437.57,4
1272,14073,13,151.04,33
1273,14075,43,942.26,5
1274,14076,44,118.67,130
1275,14077,42,499.41999999999996,41
1276,14078,65,1049.37,102
1277,14079,12,375.1,125
1278,14080,4,45.599999999999994,33
1279,14081,150,921.62,303
1280,14082,29,182.25,365
1281,14083,177,1002.9,5
1282,14085,448,4421.29,3
1283,14087,68,191.47,3
1284,14088,589,50491.81,11
1285,14089,13,158.75,57
1286,14090,1,76.32000000000001,325
1287,14092,214,4076.91,8
1288,14093,100,433.86,13
1289,14096,5111,65164.79,5
1290,14098,21,147.35,37
1291,14099,250,3104.17,17
1292,14100,25,191.95000000000002,138
1293,14101,35,5976.79,74
1294,14102,58,1105.8799999999999,6
1295,14104,21,216.20999999999998,155
1296,14105,74,1266.23,240
1297,14107,123,2703.23,52
1298,14108,34,597.91,31
1299,14109,9,144.2,73
1300,14110,155,5683.15,4
1301,14111,10,692.85,15
1302,14112,160,2915.15,23
1303,14113,34,1840.42,4
1304,14114,15,386.53,274
1305,14116,72,1382.74,20
1306,14117,3,90.0,144
1307,14121,159,2780.15,4
1308,14124,5,419.58000000000004,85
1309,14125,166,2720.63,11
1310,14126,15,706.1300000000001,8
1311,14127,44,709.71,123
1312,14128,46,637.5,61
1313,14129,52,1123.8600000000001,2
1314,14130,66,480.91,320
1315,14132,200,3586.0299999999997,3
1316,14133,28,605.64,130
1317,14135,134,4690.31,2
1318,14138,46,965.8800000000001,2
1319,14139,26,415.82,47
1320,14140,66,935.05,4
1321,14141,40,915.13,3
1322,14142,22,311.81,374
1323,14143,7,115.8,134
1324,14145,11,3742.2,47
1325,14146,210,4191.0,9
1326,14147,5,483.4,79
1327,14148,3,157.2,234
1328,14149,28,446.62,221
1329,14150,26,658.64,36
1330,14152,49,621.29,76
1331,14154,52,1345.62,240
1332,14155,6,118.75,267
1333,14156,1395,117210.08,10
1334,14157,46,424.89000000000004,20
1335,14158,41,507.66,41
1336,14159,1175,4630.35,20
1337,14161,104,1097.6200000000001,216
1338,14162,25,289.36,174
1339,14163,52,2445.91,88
1340,14164,29,1631.77,71
1341,14165,24,120.44,276
1342,14167,50,562.59,40
1343,14171,58,363.79,99
1344,14173,29,450.84,11
1345,14174,26,134.46,34
1346,14175,149,3222.3,60
1347,14176,31,576.9000000000001,298
1348,14177,41,549.46,87
1349,14178,318,1600.26,9
1350,14179,157,701.57,41
1351,14180,240,4748.52,11
1352,14184,24,452.89,67
1353,14185,3,197.65,332
1354,14188,65,2054.36,31
1355,14189,265,4654.08,3
1356,14191,259,4684.76,2
1357,14193,42,853.39,68
1358,14194,579,11349.52,5
1359,14195,7,1012.0,202
1360,14196,6,335.52,107
1361,14198,39,701.4,19
1362,14199,2,185.39999999999998,219
1363,14201,37,747.44,61
1364,14204,39,150.61,3
1365,14205,24,466.7,17
1366,14206,20,328.15999999999997,240
1367,14208,10,151.74,95
1368,14209,87,2073.43,11
1369,14210,102,1905.8400000000001,106
1370,14211,112,2241.1,54
1371,14212,9,1070.48,90
1372,14214,67,1004.38,31
1373,14215,108,1789.72,12
1374,14216,59,1839.3,4
1375,14217,100,2004.98,2
1376,14218,12,169.48000000000002,43
1377,14219,7,89.94,5
1378,14220,21,632.4,248
1379,14221,193,3432.8,43
1380,14222,41,683.17,178
1381,14223,60,991.13,93
1382,14224,113,1009.73,111
1383,14226,66,2214.79,29
1384,14227,175,3350.96,27
1385,14229,40,1547.2,52
1386,14231,50,925.71,184
1387,14232,115,2048.07,43
1388,14233,35,1462.72,50
1389,14234,147,754.12,23
1390,14235,79,3144.86,76
1391,14236,15,490.86,81
1392,14237,9,161.0,374
1393,14238,8,146.85,327
1394,14239,112,2380.85,44
1395,14240,42,890.34,31
1396,14241,10,213.70000000000002,184
1397,14242,16,280.55,235
1398,14243,141,2588.77,9
1399,14245,108,1693.45,220
1400,14246,75,1474.06,111
1401,14247,20,136.76999999999998,279
1402,14248,8,302.58,319
1403,14250,111,1904.05,8
1404,14251,78,2879.7000000000003,2
1405,14256,53,969.0600000000001,261
1406,14257,106,3099.7200000000003,65
1407,14258,111,12669.98,10
1408,14259,5,120.0,142
1409,14261,52,1163.45,51
1410,14262,143,2618.23,9
1411,14264,17,333.97,155
1412,14265,31,530.18,110
1413,14267,55,1516.24,163
1414,14270,29,492.65000000000003,332
1415,14271,10,112.32,226
1416,14272,33,437.96,74
1417,14273,29,559.97,52
1418,14276,64,1119.74,99
1419,14277,222,4188.0,16
1420,14280,8,134.04,197
1421,14282,154,3701.44,4
1422,14284,32,595.25,31
1423,14285,27,1910.01,22
1424,14286,280,4628.75,24
1425,14287,9,176.63,9
1426,14288,16,426.6,214
1427,14289,47,911.26,9
1428,14290,101,2314.65,12
1429,14291,237,3883.25,2
1430,14292,100,4871.93,8
1431,14293,61,1046.56,4
1432,14295,5,166.20000000000002,41
1433,14297,62,1305.33,18
1434,14298,1637,51527.3,9
1435,14299,143,3965.62,9
1436,14300,3,43.2,19
1437,14301,13,640.14,118
1438,14304,17,383.45,223
1439,14305,105,1858.96,72
1440,14306,33,2093.32,52
1441,14307,180,2995.72,89
1442,14309,117,2352.53,9
1443,14311,20,310.26,243
1444,14312,87,1611.59,47
1445,14314,8,120.0,107
1446,14315,101,2481.13,45
1447,14317,24,508.58000000000004,65
1448,14320,31,477.79,207
1449,14321,123,1530.75,11
1450,14323,36,605.0600000000001,115
1451,14326,8,183.85,243
1452,14327,12,311.65,164
1453,14329,258,4975.24,18
1454,14331,28,462.65999999999997,125
1455,14332,25,840.21,23
1456,14333,15,415.2,68
1457,14334,162,2552.21,17
1458,14335,60,454.86,17
1459,14336,90,1614.91,17
1460,14338,31,588.22,162
1461,14339,14,309.52,243
1462,14340,6,134.7,219
1463,14341,128,2166.98,46
1464,14342,21,668.5600000000001,22
1465,14344,71,889.9300000000001,128
1466,14345,6,108.97999999999999,39
1467,14346,60,1021.58,121
1468,14348,18,409.57,261
1469,14349,31,133.5,11
1470,14350,18,282.93,275
1471,14351,1,51.0,165
1472,14352,47,1078.96,158
1473,14353,6,90.6,216
1474,14354,9,163.62,6
1475,14355,11,174.4,366
1476,14356,33,701.23,80
1477,14357,40,225.12,44
1478,14359,55,912.18,20
1479,14360,117,2118.03,32
1480,14362,37,151.5,23
1481,14364,69,3717.35,109
1482,14367,521,9227.82,9
1483,14368,8,155.0,320
1484,14371,4,100.5,296
1485,14373,4,76.55,359
1486,14375,66,235.56,186
1487,14377,11,617.05,192
1488,14379,46,348.1,45
1489,14381,56,202.68,53
1490,14382,126,615.49,27
1491,14383,59,1247.69,39
1492,14385,14,202.11,10
1493,14386,7,142.4,297
1494,14387,139,1727.6,33
1495,14388,186,3212.84,11
1496,14389,45,1043.46,66
1497,14390,284,4642.57,11
1498,14393,5,67.95,219
1499,14395,348,3479.91,3
1500,14396,73,487.99,66
1501,14397,87,2612.96,3
1502,14400,25,574.7,150
1503,14401,182,4051.48,5
1504,14403,20,1475.81,131
1505,14404,100,1449.32,34
1506,14406,8,156.75,120
1507,14407,73,2157.73,108
1508,14408,106,2599.03,11
1509,14409,54,2059.4500000000003,72
1510,14410,189,1100.27,93
1511,14411,14,1063.0,311
1512,14412,43,770.03,43
1513,14413,22,121.05,363
1514,14414,97,1496.98,92
1515,14415,579,5855.57,2
1516,14416,14,490.22,23
1517,14418,124,1937.25,4
1518,14419,202,1051.79,11
1519,14420,29,387.52,100
1520,14421,27,813.11,58
1521,14422,222,4263.64,1
1522,14423,3,265.2,219
1523,14424,1,322.08,18
1524,14426,224,4481.67,24
1525,14427,17,363.34000000000003,51
1526,14428,137,1224.06,8
1527,14431,17,470.36,303
1528,14432,377,2248.5,10
1529,14434,12,1372.8,22
1530,14436,9,89.06,99
1531,14437,5,63.0,366
1532,14438,9,131.9,307
1533,14439,32,2661.24,320
1534,14440,55,2357.6800000000003,9
1535,14441,51,1712.89,1
1536,14442,63,1589.82,205
1537,14443,93,1420.2,54
1538,14446,277,1010.35,1
1539,14447,70,1163.23,19
1540,14448,20,375.35,10
1541,14449,250,885.8,19
1542,14450,40,483.25,181
1543,14451,105,643.9,61
1544,14452,60,259.05,11
1545,14453,22,119.93,191
1546,14456,947,3017.28,6
1547,14457,4,113.64,311
1548,14459,37,1837.92,156
1549,14460,16,434.34,111
1550,14461,180,2103.06,149
1551,14462,233,1980.57,67
1552,14463,6,529.62,99
1553,14465,123,1038.44,247
1554,14466,72,2272.4,30
1555,14467,89,596.26,18
1556,14470,43,461.19,12
1557,14472,265,1852.67,104
1558,14473,7,234.34000000000003,75
1559,14474,29,547.66,47
1560,14475,42,925.85,72
1561,14476,17,193.0,258
1562,14477,10,1309.6,20
1563,14479,18,316.25,254
1564,14480,13,279.05,12
1565,14481,30,636.51,165
1566,14482,137,2022.81,19
1567,14483,9,137.1,282
1568,14484,14,321.92,51
1569,14485,46,162.8,39
1570,14487,140,1165.48,27
1571,14488,46,1064.28,68
1572,14489,30,463.38,208
1573,14491,17,340.93,176
1574,14493,120,2383.2400000000002,8
1575,14494,7,139.56,26
1576,14495,6,123.8,51
1577,14496,19,538.8100000000001,312
1578,14497,29,475.37,310
1579,14498,193,1957.32,43
1580,14499,190,808.44,27
1581,14500,7,356.85,89
1582,14501,10,251.21,184
1583,14502,608,2429.83,20
1584,14503,164,3543.26,4
1585,14504,107,673.26,48
1586,14505,785,5859.43,18
1587,14506,295,1960.65,18
1588,14507,95,1367.88,24
1589,14508,55,268.05,23
1590,14511,68,1314.81,12
1591,14512,23,275.28,188
1592,14513,12,455.59000000000003,101
1593,14514,69,990.2,62
1594,14515,98,2076.89,18
1595,14517,18,330.45,34
1596,14518,16,174.37,65
1597,14520,4,270.6,2
1598,14522,17,974.54,25
1599,14523,12,241.09,109
1600,14524,197,1843.83,32
1601,14525,282,4215.9,20
1602,14527,971,8507.13,3
1603,14528,18,364.21999999999997,38
1604,14529,213,578.61,61
1605,14530,213,2862.11,26
1606,14532,64,932.85,237
1607,14533,62,1949.72,25
1608,14534,508,4397.3,3
1609,14535,328,2854.84,61
1610,14536,18,170.95,260
1611,14537,10,355.56,58
1612,14538,19,388.25,65
1613,14539,32,537.48,16
1614,14540,71,952.66,10
1615,14541,105,1453.35,59
1616,14542,5,103.25,186
1617,14543,71,3599.73,29
1618,14544,111,2004.3,25
1619,14546,397,2573.93,6
1620,14547,355,3974.75,4
1621,14548,4,652.8,151
1622,14549,56,289.24,312
1623,14550,47,757.37,11
1624,14551,10,186.23,19
1625,14552,57,164.22,152
1626,14553,113,859.27,20
1627,14554,203,2279.4900000000002,11
1628,14555,19,312.54,58
1629,14557,16,788.38,86
1630,14560,74,2237.77,8
1631,14561,69,1080.76,76
1632,14562,419,5006.77,4
1633,14565,127,3099.12,96
1634,14566,4,1432.0,111
1635,14567,33,1530.3600000000001,57
1636,14569,12,227.39,2
1637,14570,29,218.06,281
1638,14572,262,2804.54,4
1639,14573,227,1639.82,180
1640,14576,1,35.400000000000006,373
1641,14577,123,859.71,13
1642,14578,24,168.63,4
1643,14581,17,138.6,17
1644,14582,6,114.11,41
1645,14583,302,986.96,6
1646,14584,98,1033.06,170
1647,14585,29,157.05,51
1648,14586,19,237.36,277
1649,14587,371,1580.29,19
1650,14589,3,39.75,372
1651,14591,176,1320.21,16
1652,14592,158,557.94,36
1653,14593,151,617.15,22
1654,14594,52,363.33,8
1655,14595,102,1740.6,20
1656,14597,47,866.24,12
1657,14598,50,221.97,45
1658,14600,25,393.33000000000004,306
1659,14601,7,213.96,11
1660,14603,2,660.0,275
1661,14606,2677,12076.15,2
1662,14607,81,16209.5,16
1663,14608,20,1785.15,5
1664,14609,4,601.56,73
1665,14616,3,406.08000000000004,243
1666,14618,16,553.44,10
1667,14619,20,394.44,246
1668,14620,26,412.78000000000003,206
1669,14621,92,1788.3600000000001,2
1670,14622,21,320.58000000000004,185
1671,14623,133,886.7,33
1672,14624,13,225.85,58
1673,14625,53,899.63,197
1674,14626,122,2791.27,24
1675,14628,24,671.96,92
1676,14629,150,955.26,5
1677,14631,41,1006.98,51
1678,14632,8,114.56,263
1679,14633,20,344.90000000000003,267
1680,14636,28,609.85,37
1681,14638,16,443.6,51
1682,14639,172,2984.49,53
1683,14640,105,2107.38,25
1684,14641,7,110.46,22
1685,14642,2,96.12,59
1686,14643,31,693.8100000000001,171
1687,14644,26,830.76,68
1688,14645,30,597.09,157
1689,14646,2076,280206.02,2
1690,14647,28,236.04000000000002,202
1691,14649,186,1402.59,5
1692,14651,101,653.75,68
1693,14652,29,114.18,78
1694,14653,234,1926.65,2
1695,14655,49,1932.23,9
1696,14656,80,291.05,170
1697,14657,126,848.22,18
1698,14658,29,247.15,6
1699,14659,253,2529.93,9
1700,14660,30,285.74,87
1701,14661,4,107.95,27
1702,14662,157,741.37,29
1703,14664,98,636.24,20
1704,14665,90,1835.7,61
1705,14666,14,195.25,25
1706,14667,567,9175.04,11
1707,14669,166,1259.24,242
1708,14670,123,392.86,281
1709,14672,61,765.55,235
1710,14673,74,1736.4,4
1711,14675,97,596.36,17
1712,14676,42,2548.2400000000002,32
1713,14680,258,28754.11,26
1714,14681,7,498.95,72
1715,14682,2,52.0,188
1716,14684,390,1201.51,26
1717,14687,15,628.38,107
1718,14688,324,5579.1,8
1719,14689,13,112.8,209
1720,14690,48,355.05,45
1721,14691,71,2114.33,31
1722,14692,68,591.55,138
1723,14693,8,172.9,265
1724,14696,130,2078.95,5
1725,14697,22,188.60999999999999,219
1726,14698,200,1217.27,2
1727,14699,8,109.13000000000001,215
1728,14700,112,2195.1,33
1729,14701,327,2526.09,11
1730,14702,342,3251.79,2
1731,14703,22,318.17,15
1732,14704,393,1493.96,12
1733,14705,1,179.0,199
1734,14708,28,1126.37,3
1735,14709,196,4921.04,16
1736,14710,136,599.48,15
1737,14711,345,2839.62,11
1738,14712,25,917.07,30
1739,14713,338,2662.2,10
1740,14714,10,160.19,25
1741,14715,71,867.38,25
1742,14716,51,307.51,44
1743,14719,235,1581.84,2
1744,14720,37,663.81,6
1745,14722,28,180.42000000000002,148
1746,14723,259,1122.3600000000001,11
1747,14725,47,655.58,25
1748,14727,10,268.58,275
1749,14729,71,313.49,374
1750,14730,462,1897.57,2
1751,14731,45,380.02,48
1752,14732,147,2702.4900000000002,9
1753,14733,202,9585.91,17
1754,14735,194,6065.69,4
1755,14737,17,1164.55,4
1756,14738,54,1314.45,43
1757,14739,60,3902.28,5
1758,14740,89,1448.21,198
1759,14741,59,1400.34,12
1760,14744,26,1099.98,17
1761,14745,69,1220.26,113
1762,14747,18,328.2,250
1763,14748,89,1415.75,30
1764,14752,5,389.64,44
1765,14753,30,563.15,88
1766,14754,41,638.05,45
1767,14755,235,5010.28,10
1768,14756,38,738.96,16
1769,14757,19,420.5,76
1770,14758,71,1484.06,145
1771,14759,102,1625.97,5
1772,14760,5,89.2,298
1773,14761,11,255.9,59
1774,14762,21,300.52,264
1775,14764,6,278.3,47
1776,14765,39,254.11,30
1777,14766,135,2473.37,9
1778,14768,5,192.60000000000002,18
1779,14769,1062,10416.98,3
1780,14770,52,876.42,233
1781,14772,9,139.26,113
1782,14775,60,1011.9,59
1783,14776,117,2538.3,52
1784,14778,35,730.86,128
1785,14779,41,386.15,281
1786,14780,27,447.68,55
1787,14782,6,200.10000000000002,320
1788,14784,15,289.99,27
1789,14785,3,77.4,11
1790,14788,30,679.4399999999999,8
1791,14789,6,197.64,29
1792,14790,46,745.06,17
1793,14792,2,6.2,64
1794,14793,14,228.99,22
1795,14794,80,1319.91,3
1796,14795,6,131.45000000000002,167
1797,14796,1132,7975.49,2
1798,14798,12,173.74,53
1799,14799,13,157.7,52
1800,14800,383,4331.79,48
1801,14801,57,189.34,62
1802,14803,44,845.55,163
1803,14804,12,353.27,9
1804,14805,46,546.4,16
1805,14806,11,193.39000000000001,76
1806,14808,231,2718.6,40
1807,14810,254,2085.33,41
1808,14813,29,152.88,370
1809,14815,53,778.5,37
1810,14816,4,271.85,198
1811,14817,63,1110.34,201
1812,14818,48,657.8,74
1813,14819,13,272.07,65
1814,14820,29,507.29,22
1815,14821,2,48.800000000000004,367
1816,14823,70,321.43,181
1817,14824,29,1127.71,11
1818,14825,120,2221.01,4
1819,14828,17,2139.76,197
1820,14829,42,697.55,30
1821,14830,39,188.88,54
1822,14834,67,1720.3,18
1823,14836,6,102.44999999999999,11
1824,14837,108,1649.5,90
1825,14840,4,62.85,268
1826,14841,138,3295.76,54
1827,14842,145,2824.69,44
1828,14844,130,3189.81,64
1829,14847,13,309.4,149
1830,14849,388,7930.54,22
1831,14850,21,325.75,312
1832,14851,28,511.35,24
1833,14852,143,2836.69,59
1834,14853,9,475.8,25
1835,14854,126,2740.03,79
1836,14855,20,645.65,120
1837,14856,65,1290.53,37
1838,14857,60,1173.12,60
1839,14859,58,1353.74,13
1840,14860,11,170.32,20
1841,14861,6,125.79,53
1842,14862,48,841.1999999999999,26
1843,14863,11,266.76,30
1844,14865,4,52.2,8
1845,14866,99,14389.9,11
1846,14867,36,710.28,186
1847,14868,144,2953.59,4
1848,14869,70,721.45,9
1849,14870,13,327.25,262
1850,14871,93,501.28000000000003,4
1851,14873,28,519.68,211
1852,14875,47,1465.3200000000002,108
1853,14878,122,1476.09,13
1854,14880,46,690.59,78
1855,14881,17,255.4,20
1856,14882,11,589.7,27
1857,14883,53,761.59,19
1858,14885,15,765.3199999999999,132
1859,14886,18,364.8,253
1860,14887,6,1862.0,80
1861,14888,20,369.2,208
1862,14889,10,135.9,337
1863,14890,7,125.65,254
1864,14891,33,554.38,149
1865,14893,73,1237.8500000000001,10
1866,14894,23,655.75,86
1867,14895,498,11138.710000000001,8
1868,14896,43,468.77000000000004,205
1869,14897,55,1366.38,8
1870,14898,109,1269.31,24
1871,14901,96,1421.29,12
1872,14902,20,332.66,26
1873,14903,350,2795.33,22
1874,14904,69,1025.44,3
1875,14905,17,616.15,158
1876,14907,165,3501.1,4
1877,14908,9,277.8,75
1878,14910,30,434.35,3
1879,14911,5670,143711.17,2
1880,14912,27,867.85,17
1881,14913,87,1227.43,36
1882,14915,12,307.48,92
1883,14916,77,1268.98,71
1884,14918,45,1610.15,116
1885,14920,57,977.77,213
1886,14921,78,1316.07,31
1887,14923,44,749.1,51
1888,14924,10,310.05,246
1889,14929,11,223.88,33
1890,14930,127,2362.96,109
1891,14931,41,1257.68,5
1892,14932,17,363.53,366
1893,14934,87,1890.94,82
1894,14935,10,1784.71,298
1895,14936,364,8137.02,34
1896,14937,34,1621.88,57
1897,14944,170,5900.25,30
1898,14946,3,100.9,15
1899,14947,14,290.82,73
1900,14948,63,1101.97,24
1901,14950,19,371.2,20
1902,14951,20,311.69,80
1903,14952,138,8099.49,60
1904,14953,54,285.67,26
1905,14954,77,294.85,13
1906,14957,12,58.49,254
1907,14958,41,483.72999999999996,148
1908,14959,59,695.42,65
1909,14960,27,221.27,9
1910,14961,312,7044.68,11
1911,14962,5,126.7,271
1912,14963,192,1472.34,10
1913,14964,13,206.21,248
1914,14965,81,596.09,97
1915,14966,36,183.02,15
1916,14967,6,463.8,50
1917,14968,37,147.59,31
1918,14970,34,1592.06,69
1919,14971,155,1097.98,36
1920,14972,18,114.77,129
1921,14973,32,1314.45,108
1922,14974,17,89.94,38
1923,14975,11,279.94,58
1924,14976,72,790.86,58
1925,14978,214,1921.3700000000001,73
1926,14981,8,102.12,247
1927,14984,39,202.37,20
1928,14985,83,292.01,199
1929,14987,4,326.4,16
1930,14988,40,334.54,212
1931,14995,60,231.98000000000002,39
1932,14997,26,546.1999999999999,47
1933,14998,74,414.87,171
1934,15000,77,490.52,48
1935,15002,115,1641.76,116
1936,15004,154,1220.77,148
1937,15005,1112,6295.37,16
1938,15006,132,480.38,52
1939,15007,12,156.91,160
1940,15009,180,1259.43,13
